bidder_id,outcome,total_bids,total_auctions,bids_per_auction,mean_time_diff,mean_response,min_response,ip_entropy,url_entropy
124727083cd4159b40ff8d4b36a89340l6fga,0.0,1,1,1.0,,29.0,29.0,0.0,0.0
cd856579a7c4850b60d8763520339449x0mqg,0.0,2,2,1.0,165594.0,4.0,0.0,0.0,0.0
50791a0a98478b7f78f8d30acaa4683dxab5p,0.0,695,130,5.3462,2115.04,74.5683,0.0,3736.3886,2294.1397
4679df74080bc22e29676bddc5bcbf51gsyds,0.0,18,10,1.8,84249.53,19.0556,0.0,33.5051,2.8332
929b75b44585b34d2b917ec181ecbcf298fr8,0.0,2856,266,10.7368,511.85,505.5732,0.0,18051.6554,13739.1651
b5310019f2bbbd975c64dc11189191022k8tj,0.0,51,37,1.3784,25699.54,48.8,0.0,145.9929,108.4447
e3ea1d5464543a1ef3a9b60394fc4ab6i1jk3,0.0,538,135,3.9852,2730.8,747.3402,0.0,2724.7375,691.1838
01a39439e7afbdcfe385eedbddb23d76zgdrg,0.0,260,131,1.9847,5667.12,393.3192,0.0,1172.7725,532.9323
908ce7060337fd8550760a100921f6f7wsemn,0.0,0,0,,,,,0.0,0.0
eebfd257525e52b67969ae9d8760afff12j3d,0.0,30,7,4.2857,49529.31,316.9667,0.0,70.5639,51.3651
3d8cccb637b990ec64d662d66ec059cfn1p3p,0.0,4,4,1.0,378753.0,91.0,1.0,1.7918,1.7918
08515611e73803dc6d8c562b8514dfb5qi3z9,0.0,297,68,4.3676,874.99,46.5574,0.0,1308.0758,560.3803
f46cfa9acdb6a4c419c70c19be4ff9523uixs,0.0,89,49,1.8163,2902.25,2042.8539,0.0,308.471,248.5067
7dc423d0bbfd840fa0bf75203cd7bcee75kmh,0.0,6,5,1.2,250144.8,513.8333,0.0,4.7875,0.0
7339b024b285f99084bcca768cce5c7e0h2op,0.0,1,1,1.0,,3.0,3.0,0.0,0.0
dfd5c9157a0a771f235c32f30aedbf84e2552,0.0,150,61,2.459,8854.4,146.62,0.0,590.7912,168.9271
62ac0de5f8776ca1d189297bdea9a64cmewb9,0.0,2,1,2.0,17775.0,2.5,2.0,0.0,0.0
354baa6c4764a5bde013ea3f7edc72552r3oa,0.0,721,15,48.0667,1702.26,159.0596,0.0,4001.6904,3696.4273
024937af9ea18a2b57e4f08762d181f7s8a3z,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
28c9a5ea8aae9fb4f6a755f94cd922361v9ow,0.0,3989,219,18.2146,368.27,3040.527,0.0,26793.0688,16071.2756
b9080651d16e3d6d2d83e1c5debb55b0qpwbv,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
c8d972b803b46212369cf1b480328dcehb9jl,0.0,5,3,1.6667,47004.5,1.8,0.0,3.1781,2.4849
9e72fb21f7581cfff84e833d02538e5ar35kr,0.0,11,7,1.5714,16936.1,7832.4,6.0,15.1044,9.6238
99bcfc00be736e03facf0afeb79ac533cs7tp,0.0,257,73,3.5205,1008.41,64.4903,0.0,1149.9807,421.734
82bec02fec2f08899489d7a5c35a30a0lbszo,0.0,8,2,4.0,193000.0,20.5,0.0,8.5252,5.3471
1291b98e40353f77928e363d54a13c569bhfb,0.0,3,3,1.0,327.5,20.6667,1.0,0.6931,0.6931
c600968815fc32b20e0519ecfce5b648en2wo,1.0,399,22,18.1364,201.85,241.2882,1.0,421.3232,95.1998
ac494ae5acf003f84ba46f5741618a8dn19qi,0.0,4,3,1.3333,31255.67,132.25,0.0,1.7918,1.0986
ea57e35acda9a8f8b75f4d9bc049f74d7qx3t,0.0,137,56,2.4464,1877.32,210.6324,0.0,534.8038,461.6676
b191c73f160bb9320dd3715bc3ffed26ymluh,0.0,10,10,1.0,153755.89,109.1,0.0,12.8018,11.0101
245b584befa6a5b8c759491f5f3db580p2m5v,0.0,4,3,1.3333,49839.33,312.5,2.0,1.7918,1.0986
481db1a88023d22b3533044bff5239dbf3cda,0.0,48,7,6.8571,5449.17,13.25,0.0,136.8027,47.3502
408f81a85f3b31f8cabedf6ccd381961pop72,0.0,3,3,1.0,102160.5,56.0,25.0,0.6931,0.6931
64e802fa8e0c17ec2ba1b6425648b7cb7ndkn,0.0,680,167,4.0719,381.09,285.2699,0.0,3685.7062,1114.8003
b64c209b3d1d91a663d134961af89125u0s9a,0.0,0,0,,,,,0.0,0.0
20662832566daffac929f803f0c236eaperht,0.0,1,1,1.0,,2.0,2.0,0.0,0.0
0565a780f2c5b46837bbe9739ef15ea92fdu0,0.0,1149,203,5.6601,225.67,146.0444,0.0,6664.5558,3576.6057
42c407eb70ddacdcd59d63f22caaafc4fa0p2,1.0,345,52,6.6346,730.98,1090.5102,0.0,790.5643,802.5532
175a06fdcf622c9455d0a77990b9302dj23ke,0.0,748,181,4.1326,346.84,264.9987,0.0,4139.076,3531.2082
3d281a78c6a116a91baf9c8db22b56bazer1h,0.0,227,11,20.6364,5832.11,456.0132,0.0,977.7161,48.6235
e18e3d0fbfba81cedcae619dfa977875p10ta,0.0,7,6,1.1667,38189.5,286.2857,3.0,6.5793,0.0
ead2ec4563ba25a9e9d417f1964b7504teqtp,0.0,2176,119,18.2857,119.13,72.4324,0.0,14243.5751,6008.8044
a9237defb0a6478098f242b27ebcef18qrotd,0.0,2,2,1.0,81433.0,418.0,17.0,0.0,0.0
96b1df591dbbf3a002578574671d9ff1rmzev,0.0,0,0,,,,,0.0,0.0
81a6dd18d43cb3b1999176eea563b438roe7y,0.0,382,82,4.6585,3853.74,50.2016,0.0,1857.201,1535.6683
b719671479e7d75b1ba5a5617c95ccad4dkvm,0.0,1,1,1.0,,74.0,74.0,0.0,0.0
5e611461283a5c3e49b5bfbf9c33b7391ce3h,0.0,16,11,1.4545,90479.6,115.8125,0.0,27.8993,12.7949
4376fc192e83a1a5d7a83085369916e8rr035,0.0,3,1,3.0,82440.0,2.0,2.0,0.6931,0.6931
518e9fb1055de6532ed2df6d03fb78feus5s0,0.0,44,16,2.75,5463.23,275.3864,1.0,99.5129,0.0
28aa6c505e308e49e586e25e1897ed2axjiy0,0.0,14,13,1.0769,107429.69,111.1429,3.0,22.5522,17.7647
aa8aeba2bdd0353a108b9b26f12ed59559mvz,0.0,4,3,1.3333,50017.67,85.0,7.0,1.7918,1.7918
6aeab198df208f8628825f7eb3ec3701p2ybk,0.0,162,55,2.9455,1600.37,233.7037,0.0,659.8731,513.3251
a8561bec318a7d3a0082b35b086b4428wekph,0.0,449,173,2.5954,577.25,1157.7136,0.0,2268.6317,1799.2806
e7a98dc8545eb429007cb48799a40a2dc9p6o,0.0,2525,26,97.1154,102.63,78.0758,0.0,16925.8072,101.8058
a2d0b7ec1595325cc63777f106e09fcd88y5g,0.0,1,1,1.0,,882.0,882.0,0.0,0.0
ea5948061b2059bcbd900d3ae7e86e428ae8g,0.0,272,103,2.6408,650.0,474.7353,0.0,1242.929,1015.0135
ff12cd48c7de8ffb8b2099f262ce03980dqqz,0.0,4,4,1.0,398645.67,1851.25,1.0,1.7918,1.0986
5a2aa4e8c227de4db26547fdc1f017cbxb62j,0.0,28,17,1.6471,53716.89,1661.8889,3.0,64.5575,21.5539
31a301c70e897bf36276031abdf07ab6cs6z0,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
e8e4603ed284adbd252a7a601f9bffe09oq6f,0.0,8,1,8.0,27362.86,0.875,0.0,8.5252,6.0403
5850b68151cf0760e94acb39c4dfa02026k4u,0.0,10,9,1.1111,11553.22,18.5,0.0,12.1087,12.1087
a7454ee6fbb69c4079caf5b5b92574abi6pyh,0.0,1,1,1.0,,226.0,226.0,0.0,0.0
037d9f10da403d8d5f94b6e2957a3702f6x07,0.0,12901,592,21.7922,20.09,1493.9624,0.0,84272.5705,81208.9017
17c87408ee1009887112745797caeb7fwvqfc,0.0,36,12,3.0,3342.74,111.3611,0.0,92.1362,75.9819
f876e3be4038da62f49234ee498feb732gdcl,0.0,2,2,1.0,40022.0,4.5,1.0,0.0,0.0
e0544483ccbafc4842cba7650677d043n2e5c,0.0,1,1,1.0,,23.0,23.0,0.0,0.0
ee052a24cd3164af9d08fe77bd6b79dfrbelk,0.0,101,47,2.1489,14658.19,4695.61,0.0,357.3833,131.5086
246c55639cf85c682d58cbd2ed6a6563vk2yn,0.0,1041,192,5.4219,248.94,217.1625,0.0,5968.9015,2566.1118
01349288df20199905e719f0ff7ee771nwryj,0.0,70,31,2.2581,3628.86,96.9286,0.0,218.7358,139.1359
179a23cad40c51dd7804069bf769d11e1ftk9,0.0,10312,320,32.225,142.44,147.4807,0.0,73311.7843,43150.9307
205c519be884c5b1c885f61c4ba8738a737qg,0.0,285,42,6.7857,5023.47,181.7193,0.0,1127.5463,11.2944
d2138bce99f535c244dab68652ccfa2enshxk,0.0,0,0,,,,,0.0,0.0
f75cc5ec8acf1ad2349e00ffc4b3191a531f3,0.0,104,43,2.4186,14190.17,572.9808,0.0,370.5649,292.0355
76218e14c379c12d599dae9e1c00b61a3i5b2,0.0,46707,376,124.2207,31.45,509.0959,0.0,288924.0057,169953.9747
585b938fd44968d0d59fcac453cfb3b8p8nti,0.0,3095,199,15.5528,474.69,2372.8873,0.0,18383.2043,16784.5473
e0824707d4a78230ae54209a920bc3e3pzdpp,0.0,30,8,3.75,8828.79,12.8333,0.0,70.5639,31.3959
c5dcc8a649adae76ce01a3fa85b68f237ny2r,0.0,44,22,2.0,33992.33,520.75,0.0,119.4536,32.7737
c08e5e3325e2f4fea171f24ca018e675we8kj,0.0,0,0,,,,,0.0,0.0
3a8124eb9fd3977e43f5e0762d9a09d536rob,0.0,3,2,1.5,23331.5,29.3333,4.0,0.6931,0.6931
97b002c9936e63a1fb9994a67615e84fft019,0.0,148,31,4.7742,9962.23,75.3061,0.0,580.79,373.7311
33a7a0121e28cca4e42494dd0f5aa03fdhlm1,0.0,21,16,1.3125,72354.6,136.45,0.0,39.1576,24.8333
d2ebe13374f25a12865d50c17af1dad7yspzq,0.0,30,23,1.3043,48551.21,272.9333,0.0,71.257,42.1256
9fada390b6c53ecb47e6f4eb4353e14f01xu0,0.0,102,54,1.8889,14364.3,7335.050999999998,4.0,354.5718,158.0261
e959a3ae64e28a7d3b37934c0d826867o3sp6,0.0,5,5,1.0,55134.5,24.6,1.0,3.1781,2.4849
f61d93fddb01d2d89a85a132c649aa90lj1z6,0.0,9,9,1.0,180731.62,68.6667,1.0,10.6046,9.9115
f535b28ad58c83d35ba87fcd46624148zbh6l,0.0,2,1,2.0,1583.0,1.0,1.0,0.0,0.0
3d94b376bae8dd60eea48ded36134a3962glw,0.0,9,8,1.125,30369.88,81.2222,0.0,10.6046,9.9115
cf456f3c8c409ec4060142acfdabb5bbqpx7q,0.0,19,12,1.5833,10497.67,62.0526,0.0,36.3954,18.8061
40e00fd204d0ce97110032bfc47f423d0bgrd,1.0,148,21,7.0476,905.35,246.1959,0.0,238.9982,400.0658
76a8a9566e21595a1ac06cc0050626c1q7a83,0.0,15,15,1.0,100701.07,437.0667,3.0,25.1912,24.4981
26190fcf0babdbe0b0d903f325c52873tpj7e,0.0,1,1,1.0,,1117.0,1117.0,0.0,0.0
a74e3962ca26514976056bae3c46d579emz6y,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
a6bf74b19fcb2687ce345930c4c16d4e2txda,0.0,435,110,3.9545,596.05,157.4919,0.0,2177.9274,1501.6918
db88530db963dab43118aef5aba127ec29abp,0.0,1,1,1.0,,91.0,91.0,0.0,0.0
bb790a228de797253bf6afa43ee52eba1s2dx,0.0,5066,117,43.2991,289.45,95.6235,0.0,26861.9282,25765.9193
7b93ccc9d5730b561ec5fa7f4bd48c04qudf1,0.0,2019,275,7.3418,128.28,2483.641,0.0,12770.2856,11878.0188
c69e65de28937ebe1b94e7785afd94158thqk,0.0,3160,276,11.4493,464.93,611.1957,0.0,19785.5883,13345.5898
f0f21cd3d51b7a233988cb1c3c5df977zjqkj,0.0,32,25,1.28,47160.42,60.5938,0.0,77.3991,57.4119
cf9a1c3af63d1bc3f55728b4a06a5f46njrac,0.0,133,45,2.9556,1935.56,1622.542,0.0,441.581,381.9995
47c5cd21a74e45dd294cdd53041ec0a3dw3ge,0.0,2211,194,11.3969,117.18,260.6534,0.0,14025.5363,10458.2107
c2d1b8c1b7a9c8010f5b215e8aadb1d7gahpp,0.0,226,82,2.7561,1138.4,88.8761,0.0,985.924,830.5714
29544507566320f1125d8e9f9a0ab3f2jswhk,0.0,971,133,7.3008,265.37,277.3007,0.0,4955.7359,4890.4484
6f46b3e231003daf21108df4624afcfdaaswv,0.0,19,16,1.1875,80437.28,407.2105,1.0,36.3954,21.0034
1680f758aecded6e25096b3a6199b38en6n73,0.0,10,8,1.25,17143.0,1225.4,4.0,12.8018,2.1972
791031a63c9e2b4835caa9a4cc1768baias2l,0.0,17,14,1.2143,90885.19,181.1176,0.0,29.2856,30.6719
dfa45994c8471762d04deb23c6450598byp8y,0.0,83,12,6.9167,3076.04,221.5783,1.0,242.5025,144.3552
055282b75717345ba6f53d40e9e6d6c56qrzp,0.0,13133,346,37.9566,19.73,223.9563,0.0,99924.4479,60931.8388
e22528ef6a439aff5a8b19f8c9b07c19fyzs6,0.0,179,104,1.7212,8017.83,93.0225,0.0,722.808,406.1045
a539fbaf8b29613ff0e4f3e5831aa7a5p2cva,0.0,1,1,1.0,,66.0,66.0,0.0,0.0
d3c80e9f6b8e1d774679fd8dd5aae611e3qls,0.0,32,24,1.3333,8150.42,262.5938,0.0,78.0922,77.3991
d9177cca9a1bfe3478cc4f11a0d57de2p8ahp,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
187636e527504df29bf42d4a2b7767e54bgv7,0.0,0,0,,,,,0.0,0.0
1b0534afb7c02bb023bd4767ae73f17dqzqdu,0.0,1587,90,17.6333,163.37,38.7549,0.0,9205.5276,6144.6801
7607c4efa792a69e2a8949ccafcbef103squn,0.0,20322,330,61.5818,72.28,670.7342,0.0,159398.3978,90816.435
f93a998dc10a4c98f65c6b86fdff651d5i4qh,0.0,1,1,1.0,,53.0,53.0,0.0,0.0
fb5a19240e36ae12aaccc1e9d9231144l32hv,0.0,2,2,1.0,614.0,2.5,0.0,0.0,0.0
8c4b0d95ba36c0ba2a52f9043c62fccev75uu,0.0,554,10,55.4,2655.18,61.8809,0.0,2792.8882,2244.6716
334714f005e994d46cf4d18093dd4d05fyxc8,1.0,378,65,5.8154,3848.87,210.096,0.0,1482.0845,1657.0598
10c1e1164e3f8298df9a35c891f67babiycsr,0.0,10,9,1.1111,19141.33,127.8,0.0,12.8018,9.6238
7b5bd948eb1d8075be58ec9240927bb59ugz3,0.0,2,1,2.0,98794.0,886.5,217.0,0.0,0.0
570910327f5584ea1ccba92634d89832lo1zc,0.0,1,1,1.0,,0.0,0.0,0.0,0.0
300bb4c9816a7064b106c9c6cec2f51ei13n5,0.0,10,6,1.6667,19861.0,36.8,1.0,12.8018,11.0101
340bc29eeeb9b9d04eb1fb72a1a9a2444brgk,0.0,48,11,4.3636,5430.47,690.6667,0.0,136.8027,57.1408
e03311c7620a8098b7a177a5f1ad213ernao3,0.0,46,19,2.4211,32423.82,163.8696,0.0,112.1632,85.4561
1e1c9332e90c1cb0f01da223bc043c528cvwo,0.0,2,2,1.0,8624.0,10.5,4.0,0.0,0.0
a0660fe8a46b9cb6b02e7b0c50eef6a905vt6,1.0,1280,183,6.9945,1147.83,1056.5156,0.0,7606.359,6672.8147
5bbc8f66464ec2d962b0360d1d74bf67imj47,0.0,3,3,1.0,96562.5,101.6667,7.0,0.6931,0.0
27cc072f1432f7aec4b7e17cf2e473f2x3bjg,0.0,416,51,8.1569,606.94,708.5457,0.0,1130.8845,373.4504
9ca41c3c062146a06d2682835f5136807yao2,0.0,11,10,1.1,22250.3,46.2727,0.0,15.1044,15.1044
ea6c07fbbfc3f0e549701b1e7b90c4d21zfjl,0.0,1,1,1.0,,2.0,2.0,0.0,0.0
72994bece8c918a2c4c432b98780a7bdsctwr,0.0,2,2,1.0,1250517.0,4.5,3.0,0.0,0.0
01eb9dcbd0b3e79d94020d13d83a993ec9d2a,0.0,3,2,1.5,54270.0,154.3333,1.0,0.6931,0.6931
c9056fc0cade75299ed4438567a87d6ek44pt,0.0,4,3,1.3333,373497.0,22.25,4.0,1.7918,0.0
0b450f2827ec670da34be66ec2a520213xcuk,0.0,2,1,2.0,53767.0,37.0,2.0,0.0,0.0
cffb5f3c1f4ca815d0f643fcb2f2f316beod4,0.0,51421,1301,39.5242,5.04,1573.7932,0.0,450912.2162,297776.9941
bd0f0c497ef09b5c1bb18b330d932bffktn3i,0.0,13,2,6.5,236.67,22.9231,16.0,2.4849,0.0
74f153bd134afc92866a6bc5cceb2088120y0,0.0,0,0,,,,,0.0,0.0
74866aaa89db79f25dc0fae8be067b83xlbm6,0.0,12,10,1.2,129478.09,1264.5833,20.0,17.5023,14.3243
44c75302aa4404e23781f8337cddf6ed5tqun,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
6a5457f1038c6e1cf9feb57529ce07b2sff4d,0.0,8,6,1.3333,20581.71,11.25,1.0,8.5252,4.9416
3733f7ea492eef1f69f98593d2122c50xwcha,0.0,2,2,1.0,118935.0,60360.5,957.0,0.0,0.0
c755d2832026bc2a6f5d2d6df5740f06mr3nj,0.0,15,9,1.6667,16252.57,1054.4667,0.0,25.1912,13.8935
7f4e84da8ed11f4ea3a2d276f49949b7o31us,0.0,13,10,1.3,119470.75,21.6154,0.0,19.9872,2.4849
22401c4dc0cb1e5d52da01ebb8b2839cdoauo,0.0,86,35,2.4571,17250.76,85.9767,0.0,290.7968,78.8142
2d82c3dc726d2bfa19c5f16ec3de5023lbse1,0.0,7,6,1.1667,29340.17,7.8571,0.0,6.5793,6.5793
282fe85277f7c07b0ffbc5fed621a02ezp1zr,0.0,1700,164,10.3659,152.5,133.9747,0.0,10526.4674,7277.1836
7f86c3c417ae1db5bea10bf9d0a7827ct3ni4,0.0,1765,137,12.8832,146.87,252.4555,0.0,10077.656,5547.7926
c18cfb38fe1c4c01705391422177265cn9w5x,0.0,1,1,1.0,,5.0,5.0,0.0,0.0
d65c538ae39fc1a7e0677583bba5fdc6ax1et,0.0,226,28,8.0714,1148.91,55.5796,0.0,992.6856,899.3173
6c55d253787acf5210f7d785546db80dqtleg,0.0,1,1,1.0,,374.0,374.0,0.0,0.0
55b39a51c925bfb42fb812ebc5fe318emsjjf,1.0,477,76,6.2763,543.5,101.2872,0.0,2370.0274,2331.9288
e5f43783127506211df8c6290c2ecadbyr779,0.0,1,1,1.0,,32.0,32.0,0.0,0.0
cba6f45915ebbd4b5404c6d357153c0adeblt,0.0,249,89,2.7978,1038.71,817.1205,0.0,1056.2576,829.4179
4a2d5b70f0fcec3ad9d8ac4b447efd6f3vs9c,0.0,538,167,3.2216,480.53,486.5642,0.0,2683.9983,2021.3025
e1b1c514e1b87826fd045588f1f3881707cyy,0.0,4,3,1.3333,433049.67,4613.75,263.0,1.7918,1.7918
ca391c857d7aa75a72e2d7c3133e0d6ay9pil,0.0,1,1,1.0,,,,0.0,0.0
dc752fa41d974bf688d25ea9d18e9a2eit904,0.0,9,5,1.8,159281.75,14.2222,0.0,10.6046,0.0
5c725e840bcc103bb8d12c54ba9a0b37blxvw,0.0,3,3,1.0,46008.0,92.0,5.0,0.6931,0.6931
640f41f27c03aca0c45775eb918b666cnjsqv,0.0,1,1,1.0,,455.0,455.0,0.0,0.0
eb2c4b4493f31788ead745533e0c9a18xzzlk,0.0,79,65,1.2154,18709.09,360.7722,0.0,261.7436,244.9344
3c0026d48f3d6e10cef6cdb1f708793ccwkhr,0.0,9,9,1.0,9334.25,403.2222,12.0,10.6046,4.0254
f2bf8c94172c4d71076e151cb4e136007iiur,0.0,7,5,1.4,37807.0,40.1429,0.0,6.5793,6.5793
786fd201d9c952bc3453d4b3a6fa64046d8wb,0.0,8,5,1.6,173279.29,93.5,1.0,6.0403,1.9459
ca0c049b8c37c99ef93b6086e9947135onppq,0.0,90,68,1.3235,16438.31,13315.3889,0.0,310.8802,4.4886
7fab82fa5eaea6a44eb743bc4bf356b3tarle,1.0,1,1,1.0,,11.0,11.0,0.0,0.0
dcd54d7afa6820e3f00e1c9e83aecc7b4f3lw,0.0,217,59,3.678,1190.67,480.2811,0.0,807.1608,712.4845
45cfe8744884eb207048e3cbee31ec56hd9lm,0.0,5,5,1.0,22046.75,70.4,0.0,3.1781,2.4849
6ed7b95dcea7b359248e9efce91cbb11lm7hf,0.0,434,46,9.4348,3380.79,193.4101,0.0,2113.9647,1873.3632
79c18f0460f9bd86bcfb25da96d91490jfuxv,0.0,19,13,1.4615,81076.39,69.7895,0.0,36.3954,26.6381
f18d2ebbd5e48ef4f1ee412339d6ed7adr9qi,0.0,7,6,1.1667,32337.5,22.0,1.0,6.5793,6.5793
e0b6466f9f720e9d9a00d7c12b2e2c6d8xwxz,0.0,2,2,1.0,24804.0,34794.0,5.0,0.0,0.0
dcac75b5ccc362a66e7f9112f033bdebchxq4,0.0,14,9,1.5556,106104.46,104.1429,0.0,22.5522,18.681
3106ad6371a3b740e2af90635a4ad966zeu1u,0.0,6,4,1.5,11419.8,10.5,0.0,4.7875,2.9957
7eb6a5ffc5e8471efad7cdc8927daf677qcf8,0.0,373,74,5.0405,3934.0,713.4771,0.0,1726.9097,1340.726
8f00a4c4d7f097bc1688f8d89431f6bfmodq2,0.0,1,1,1.0,,2.0,2.0,0.0,0.0
65659f3fbf6207c570c4bb8ac64772e9umh95,0.0,1,1,1.0,,8.0,8.0,0.0,0.0
c4b598fcb343bdd2cf826fc7541500e40xtte,0.0,1,1,1.0,,42.0,42.0,0.0,0.0
0d0d43ac593a891ce100d8202d3d72c3xsma8,0.0,11,6,1.8333,142996.6,36.9091,0.0,15.1044,4.4998
5c28b04424e96267711d5af2db62e022tp36c,0.0,2429,279,8.7061,604.64,232.0379,0.0,15725.8097,10102.0624
35a89119272ca55d7f602689616b58c3pebir,0.0,13,12,1.0833,19779.75,74.3077,0.0,19.9872,17.5023
9819825acfa7e20c47a78bda5e76b195jh0gd,0.0,480,162,2.963,3064.29,12649.2741,0.0,2075.1292,454.1178
ca0331fc37db2b251a012376f7b987fcma2jw,0.0,656,50,13.12,395.46,1042.1954,0.0,2627.8708,437.3702
b42ef139c2dfbff8356e8886d2b109e06riso,0.0,13,7,1.8571,13494.0,157.6154,8.0,19.2941,9.3826
3d54d594ffba32e8d6527a688e7227e30iq3k,0.0,85,52,1.6346,17455.38,217.2118,0.0,287.4527,254.9285
b970a53727b2bfaf02079779c846a52fj3f0q,0.0,2,2,1.0,35745.0,48.0,22.0,0.0,0.0
b232fdca7cb98028e8945005f619fb28p8788,0.0,6,4,1.5,251791.4,8.6667,1.0,4.7875,4.0943
db80f065a93cc6b41d12af614bc3ec11kpwjp,0.0,1,1,1.0,,37.0,37.0,0.0,0.0
7029915a2c5aa5d964acfd85c30c3950b4opr,0.0,508,206,2.4659999999999997,2896.14,4451.0099,0.0,2532.784,1813.6473
295fbc4ef00fe0cea7947811e78bb8aez9ti2,0.0,1,1,1.0,,65.0,65.0,0.0,0.0
9c0cbc0fd8a6c22ae3648801ade080fek6i13,0.0,609,67,9.0896,2415.05,165.8882,0.0,2704.5804,1816.4158
ae45f9b94d86f931c84c94f3975e3d7bkv2r0,0.0,54987,974,56.4548,26.71,674.6732,0.0,441441.9947,193477.2931
11b1859aaf7fa93818baa76007cf7207d8uwy,0.0,2,2,1.0,31919.0,161.0,0.0,0.0,0.0
b2d3db61ddb119aa4e5f43e1bf72e349xr5tp,0.0,1144,155,7.3806,1284.51,92.3182,0.0,6669.0521,3239.3605
11d7f0a5076649b229c301a22537834e1ehwg,0.0,1135,243,4.6708,1292.6,3303.9276,0.0,6172.5509,4542.3363
2e1eb5b56591662fd7ecd7b39621bbcfgd1ks,0.0,1,1,1.0,,3.0,3.0,0.0,0.0
4f891171f7b09f54d8b4f30b48421f178m75r,0.0,875,173,5.0578,295.94,201.4423,0.0,4871.015,2393.4475
3995d9ce0cebd62d77cb8add067d93e15oezc,0.0,3,1,3.0,647765.5,1.3333,1.0,0.6931,0.0
e67abc3ba39537cc640678297a7c5bfag490k,0.0,143,61,2.3443,1759.22,99.5035,0.0,560.8482,220.5694
eefb0b863345336dce70312ff0f8faeb9qksv,0.0,2,1,2.0,27451.0,0.5,0.0,0.0,0.0
57e1892d3d62d87c9ba5e8425a1958c0fn11u,0.0,1,1,1.0,,14.0,14.0,0.0,0.0
88e24a019c32a60f2ff315a9d217ec33q144x,0.0,24,20,1.2,10759.04,706.7917,1.0,50.9135,21.3979
2906a20e0b4f7ce840d051c4be898b66do6wh,0.0,1549,13,119.1538,948.39,837.0291,0.0,6046.6445,2442.6197
67083f257438b1b79cb09cfa601890855of77,0.0,10,9,1.1111,152991.33,100.6,0.0,12.8018,9.6238
d1f000f475c502ecd2e993c52987e63ed3k7n,0.0,1,1,1.0,,33.0,33.0,0.0,0.0
bd8bd6cae40abb19b81b6b6a7775f63e5tk1s,0.0,12,6,2.0,22384.27,23.3333,1.0,17.5023,4.7005
3961434cea4339f0049798fab2bc73aekuxjv,0.0,2,2,1.0,28809.0,16.5,9.0,0.0,0.0
a3ef8857f2e33ecd25c409622b4e3ebcij8hv,1.0,716,39,18.359,313.18,119.2277,0.0,2620.368,1845.9333
a8a5bcf248e1326b3340c88e057f59e9nlslq,0.0,1,1,1.0,,0.0,0.0,0.0,0.0
db5e9f85e7d180f7d952f12e5dae5900q9xif,0.0,4,4,1.0,379719.0,43.25,23.0,1.7918,1.0986
e24542c1bd46a4a0f98b0fa95d8fc40brecdx,1.0,2212,240,9.2167,117.12,1105.768,0.0,14796.9151,725.6146
8b809e18804865ff2a2e799c9a5e8a48mtxdh,0.0,222,74,3.0,1151.07,159.9005,0.0,932.9677,837.8408
e1fb642deec7b382433de94983d97681o14ko,0.0,1081,263,4.1103,1359.4,2364.3089,0.0,6255.3309,4472.4248
5d02346d70f11cd61d9fb955846ee9bdp5o6k,0.0,2,2,1.0,132645.0,87.0,0.0,0.0,0.0
bf80bec9b4a8d29c494f8545f2a4be4eji6qj,0.0,361,55,6.5636,4074.12,196.7472,0.0,1702.3814,859.7283
3fae46174ef1a7dce5e9893775f814c4so8s0,0.0,1,1,1.0,,47.0,47.0,0.0,0.0
313ede314e2e05c31471fd6a93f98af713jud,0.0,56,12,4.6667,4494.85,25.8036,0.0,166.5357,122.9259
9b51afa3c3a736bdf93bd1f2a7b0a0903c34w,0.0,133,22,6.0455,1936.86,15.9549,0.0,511.3265,287.6414
35b111da8e919bb34e80511be9cbd128pjjdm,0.0,1,1,1.0,,0.0,0.0,0.0,0.0
6b9a3d480add21788772e118e6d51ed57e3w9,0.0,6,5,1.2,16662.4,4312.0,20.0,4.7875,0.0
30ef7862d69b3440ebf2726ee85a0b8397ta7,0.0,2,2,1.0,200038.0,1626.0,424.0,0.0,0.0
f8d0d52114da74d98800dc7553008705dth38,0.0,22,20,1.1,9432.43,713.2727,0.0,28.5328,12.6934
3d7cff3dedd8a8e02dbc551c6a61da3bibbvh,1.0,2505,225,11.1333,586.35,1388.4749,0.0,11664.2739,7209.0434
39f9dad880d32ee607af7571ec24807bn1g2d,0.0,254,44,5.7727,5802.66,4055.6627,0.0,1134.7024,125.9421
8fe6da2176541d0ce24574dbb60f9107oq1kn,0.0,166,41,4.0488,8887.33,50.9277,0.0,677.7754,425.8587
66513f72be85596a527f9f653db3cb72cq4jg,0.0,6318,504,12.5357,232.51,2081.5374,0.0,44938.5844,24938.475
5b45b150b6b683a98b5bc19c4214f44cvzru7,0.0,2,1,2.0,210668.0,0.5,0.0,0.0,0.0
01255c2c7c5578c186873422fc00fd7afwk8k,0.0,65,13,5.0,3942.23,58.9692,0.0,203.7819,130.0061
